,ls3,a4,soct2,idio2,np1,it1,l1b,prot3,vic1ext,aoj11,b1,b2,b3,b4,b6,b43,b12,b13,b18,b21,b21a,b32,b37,b47a,m1,m2,infrax,infra3,ros1,ros4,ing4,eff1,eff2,aoj22new,media3,media4,pn4,d1,d2,d3,d4,d5,d6,lib1,lib2b,lib2c,lib4,usmex1,exc7new,vb1,vb2,vb3n,usvb1011,pol1,usvb20,aca6,q1,q2,q5a,q5b,q3c,q10new,q11n,q12bn,q12,q12m,q12f,etid,www1,gi0
95,1,15,2,2,2,2,3,2,2,1,5,3,5,5,5,7,4,4,4,3,1,4,5,6,5,4,1,2,7,7,6,4,7,3,5,3,2,8,10,10,10,10,10,2,2,2,1,1,2,1,1,4001,4002,1,2,1,1,60,5,4,4,14,3,0,2,0,2,4003,1,1
96,1,59,2,3,2,2,7,2,2,2,5,4,5,6,6,7,7,3,6,3,6,4,1,6,1,4,3,2,1,1,6,2,4,5,1,4,3,1,8,4,6,3,1,2,2,2,3,2,3,1,1,4002,4003,1,3,4,1,89,4,2,2,10,2,0,3,1,2,1,1,1
97,1,10,1,2,1,2,2,2,2,1,6,5,6,7,7,7,7,5,5,5,2,3,7,6,5,4,1,2,2,6,7,5,7,2,7,5,2,10,10,10,10,10,10,2,2,2,2,1,2,1,1,4001,4002,1,2,4,1,76,5,4,11,11,6,0,1,0,1,1,1,1
98,2,12,2,2,1,2,5,2,2,2,6,5,4,6,6,7,7,4,6,3,1,7,6,6,5,4,1,2,2,6,7,3,6,3,6,3,2,6,8,5,6,4,8,2,2,2,1,3,4,1,1,4001,4003,1,2,4,2,79,2,2,2,NA,4,0,0,NA,NA,1,1,1
99,1,15,1,1,2,2,3,2,2,1,5,2,5,3,3,7,7,2,6,1,1,3,5,6,5,5,1,1,3,4,7,1,7,3,6,1,3,10,10,10,10,10,10,2,2,2,2,1,2,1,1,0,4002,1,2,4,1,79,5,4,2,9,2,0,6,3,3,1,1,1
100,2,15,2,2,2,2,1,2,1,2,5,4,5,5,5,6,6,3,5,2,1,5,4,6,5,4,2,1,7,7,6,4,4,6,5,6,2,10,9,9,9,10,10,2,2,2,2,3,4,1,1,4001,4002,2,2,4,2,81,5,4,1,12,2,0,5,1,4,1,1,1
101,2,21,3,2,2,2,2,2,2,1,4,3,3,5,5,4,5,4,5,4,1,3,5,6,5,3,2,2,3,5,6,1,6,4,1,3,3,10,10,5,7,10,10,2,2,2,2,1,2,1,1,4001,4002,1,2,2,1,61,5,4,11,13,2,0,4,4,0,1,1,1
102,3,15,2,2,2,2,5,2,2,2,5,3,4,6,7,7,7,5,6,4,1,6,6,6,5,3,1,1,3,6,7,4,7,6,7,6,2,10,10,8,8,10,10,2,2,2,2,3,4,1,1,4001,4001,1,2,1,2,65,3,1,2,10,2,0,1,1,0,1,1,1
103,2,26,1,2,2,2,10,2,2,2,5,4,5,5,5,6,6,3,6,3,5,4,1,5,1,2,2,2,1,1,7,4,5,5,1,6,1,8,6,4,4,5,1,1,3,2,2,2,4,1,1,4002,4001,3,3,2,2,50,2,1,2,17,2,1,5,3,2,1,1,1
104,2,59,3,3,2,3,8,2,1,2,6,3,6,4,4,7,6,3,5,2,5,4,1,5,2,4,2,1,1,1,5,2,6,6,2,6,2,7,7,5,6,7,7,1,2,1,2,3,4,1,1,4002,4003,1,5,1,1,68,3,1,2,13,2,0,1,0,1,1,1,1
105,2,22,2,2,2,2,1,2,2,1,5,4,5,5,4,4,4,2,3,2,1,3,5,4,5,4,1,2,2,5,6,4,4,3,4,3,3,10,10,10,10,10,10,1,1,2,1,1,4,1,1,4001,4002,1,2,1,2,62,5,3,1,15,1,0,0,NA,NA,1,1,1
106,1,5,2,2,2,2,7,2,2,2,5,3,5,4,6,6,6,3,5,3,3,5,2,6,3,4,1,1,2,2,6,4,5,5,4,6,2,10,8,9,8,9,7,2,2,2,2,2,2,1,1,0,4001,2,4,1,1,61,5,4,11,10,2,0,2,2,0,1,1,2
107,2,70,1,1,1,3,9,1,2,3,3,1,7,7,7,7,7,1,5,1,7,1,1,5,1,5,5,2,1,1,7,5,7,7,1,7,4,10,10,1,1,10,5,3,3,1,3,2,4,1,1,4002,77,1,3,1,2,60,5,4,1,15,3,0,2,1,1,4006,1,1
108,1,70,1,1,2,1,9,2,2,1,5,5,3,6,6,7,7,6,6,4,6,5,1,3,1,3,1,1,2,1,7,6,6,7,1,1,2,10,10,10,10,10,1,1,1,1,3,2,2,1,1,4002,4003,1,3,5,1,41,2,1,2,6,2,3,3,3,0,7,1,1
109,2,21,3,3,2,2,4,2,2,2,5,6,4,5,6,6,5,2,5,2,1,6,6,5,5,4,1,1,6,7,6,5,6,4,5,6,2,10,10,10,9,10,10,2,2,2,1,1,2,1,1,4001,4002,1,2,4,2,68,5,3,77,6,4,0,1,1,0,4003,1,1
110,2,58,2,2,2,2,2,2,2,1,3,5,3,3,5,2,1,5,5,4,2,5,4,5,5,2,3,2,6,6,3,3,5,2,3,7,3,4,10,10,10,10,10,2,2,2,1,1,2,1,1,4001,4002,2,2,1,1,63,5,3,10,11,2,0,2,0,2,1,1,1
111,3,59,2,2,2,2,3,2,2,2,4,3,4,4,5,6,4,3,4,3,1,4,4,6,5,5,2,1,4,6,5,2,5,3,4,5,3,9,10,9,9,10,10,2,2,2,1,3,3,1,1,4001,4002,1,2,4,1,54,5,4,4,7,2,0,0,NA,NA,1,1,1
112,2,15,2,2,2,2,7,2,1,3,3,2,1,3,4,2,2,1,1,2,2,3,3,4,4,4,5,2,1,1,4,2,5,6,2,6,4,6,5,2,5,7,6,3,1,1,2,3,4,1,1,4003,4003,2,5,4,1,42,5,4,1,14,2,0,0,NA,NA,1,1,2
113,1,70,1,2,2,2,8,2,2,2,5,2,2,4,6,6,6,2,3,1,5,3,1,5,1,5,3,2,1,2,3,3,4,5,1,7,3,10,9,9,9,9,5,2,2,1,2,3,3,1,1,4002,4001,1,3,4,1,64,5,2,2,16,2,0,3,2,1,1,1,1
114,2,13,1,2,2,2,8,2,2,1,4,3,3,5,6,7,6,2,6,2,7,5,1,3,1,5,1,1,3,1,3,6,6,6,1,7,3,9,9,9,9,6,1,3,3,3,3,2,4,1,1,4002,4001,2,3,4,1,70,5,2,2,14,2,0,2,0,2,7,1,2
115,2,25,1,2,2,2,3,1,2,2,5,4,4,3,5,5,5,2,5,5,1,5,6,1,5,5,3,2,5,7,5,5,5,6,6,5,3,4,10,10,10,10,10,2,2,2,1,3,3,1,1,4001,4002,1,2,1,1,31,2,2,2,14,3,0,0,NA,NA,4003,1,1
116,2,15,2,2,2,2,5,2,2,1,5,5,5,6,7,6,5,4,5,1,2,5,1,6,3,3,2,1,1,3,7,3,5,5,2,6,2,10,10,10,10,10,10,2,2,2,2,3,4,1,1,4003,4003,2,5,1,2,50,5,4,11,15,2,0,2,1,1,1,1,1
117,3,15,1,2,2,2,8,2,1,3,4,5,4,4,6,5,7,2,5,1,5,4,1,4,2,4,2,2,1,2,7,3,6,4,2,7,1,10,10,10,9,10,3,2,1,1,3,3,3,1,1,4002,4003,1,3,4,1,67,4,2,4,13,2,0,3,0,3,1,1,1
118,1,58,2,1,2,2,5,2,2,1,6,4,6,6,5,7,6,2,6,2,1,2,6,6,5,4,1,1,1,3,7,2,6,3,5,4,2,10,10,10,10,10,10,2,2,2,1,3,2,1,1,4001,4003,1,5,1,1,64,5,3,4,NA,2,0,1,0,1,1,1,1
119,2,20,1,2,1,2,8,2,2,3,5,6,6,7,7,7,7,4,7,4,7,1,1,1,1,4,1,1,1,1,7,2,7,7,1,1,2,1,6,1,1,1,1,1,1,1,3,2,2,1,1,4002,4001,1,3,3,2,52,1,1,5,16,2,0,1,1,0,1,1,1
120,1,5,3,2,2,1,1,2,2,1,7,1,7,1,1,7,7,1,7,7,1,7,4,7,5,5,4,3,7,7,7,7,7,7,7,7,1,10,10,1,1,1,10,3,1,3,1,2,2,1,1,4001,4002,1,2,4,1,40,5,4,1,1,6,0,0,NA,NA,1,1,1
121,2,59,1,1,2,2,9,2,1,2,6,2,2,3,3,7,6,3,6,1,6,4,1,6,2,4,2,1,1,1,7,2,5,6,1,7,3,9,10,10,8,10,2,2,2,1,2,2,4,1,1,4002,4003,1,3,6,1,55,5,2,4,16,2,0,4,2,2,1,1,1
122,2,59,1,1,2,1,4,2,2,1,3,1,2,1,4,4,7,1,4,1,1,4,7,6,5,5,1,1,1,7,4,3,7,1,6,7,4,10,10,10,10,10,10,2,2,2,2,3,4,1,1,4001,4002,1,2,1,1,51,2,1,2,12,4,0,1,0,1,4006,1,1
123,2,22,2,3,2,2,4,2,2,1,4,2,3,3,3,5,5,1,5,1,1,4,6,6,5,5,3,2,2,7,6,1,7,2,6,5,4,10,10,10,10,10,10,2,2,2,2,1,3,1,1,4001,4003,1,2,6,1,63,5,2,1,11,2,0,2,2,0,1,1,1
124,2,13,1,2,2,2,8,2,1,2,2,2,2,3,4,6,6,2,5,1,5,2,1,4,2,4,2,2,1,4,7,3,7,4,1,6,2,9,9,9,6,9,4,2,2,2,2,2,4,1,1,4002,4003,1,3,4,1,68,5,2,2,12,2,0,6,4,2,1,1,1
125,1,58,2,2,2,2,6,2,2,1,5,3,5,5,5,7,6,2,3,2,1,3,6,5,5,4,2,2,5,7,5,4,6,3,6,6,3,6,10,4,6,10,10,1,2,2,2,1,2,1,1,4001,4003,2,2,7,1,59,4,4,4,10,1,0,2,2,0,4,1,1
126,2,10,1,2,2,4,2,2,2,1,3,1,2,2,2,1,5,1,1,1,1,4,6,3,5,5,2,1,4,7,6,1,7,3,6,4,3,10,10,10,10,10,10,2,2,2,1,1,4,1,1,4001,4003,1,2,3,1,59,5,4,11,13,2,0,2,2,0,1,1,2
127,2,16,1,2,1,2,8,2,2,1,4,3,3,5,4,6,7,3,4,2,5,4,1,5,2,4,2,2,2,4,6,1,6,6,1,6,3,8,9,7,7,7,1,1,1,1,1,1,4,1,1,4002,4001,1,3,1,1,61,2,2,2,15,2,0,4,2,2,1,1,1
128,1,15,2,2,2,2,3,2,2,1,6,6,4,3,6,6,7,2,6,3,1,6,6,6,5,4,1,1,4,4,6,1,6,2,5,5,2,10,10,10,10,10,10,1,1,1,1,3,4,1,1,4001,4003,1,2,1,1,73,5,4,4,14,2,0,3,2,1,1,1,1
129,1,15,2,2,2,2,5,2,2,2,6,5,5,7,6,7,6,4,5,5,1,5,6,6,5,3,1,2,1,6,6,5,6,4,6,5,2,3,9,7,7,9,9,2,2,2,2,1,2,1,1,4001,4002,1,2,4,1,83,4,2,2,14,2,0,0,NA,NA,4,1,1
130,2,10,1,1,2,2,3,2,2,1,4,5,3,4,6,5,6,2,3,2,1,5,4,4,5,4,1,2,4,5,5,3,6,2,5,6,3,10,10,10,10,10,10,2,2,1,1,3,4,1,1,4001,4002,1,2,7,2,43,5,3,4,12,1,0,2,1,1,1,1,1
131,2,58,2,2,2,3,1,2,2,3,6,6,4,4,5,4,6,4,5,3,1,2,6,6,5,4,2,3,2,6,7,1,6,6,6,5,2,6,8,6,5,6,3,2,2,2,1,3,5,2,2,NA,4002,1,4,4,2,62,4,2,11,16,2,0,3,2,1,1,1,1
132,1,33,1,2,2,2,10,2,2,2,6,4,4,6,6,7,7,1,7,2,7,6,1,4,1,5,2,2,1,1,7,1,5,7,1,7,2,10,10,10,10,10,5,2,2,2,2,2,3,1,1,4002,4001,1,3,1,1,68,4,2,2,7,4,0,4,2,2,1,1,1
133,3,26,2,1,2,2,6,2,2,1,5,5,5,5,5,5,6,2,5,2,1,4,5,6,5,5,1,1,2,3,6,2,7,5,5,4,3,9,10,9,10,10,3,2,2,2,2,3,2,1,1,4003,77,1,5,5,1,47,3,1,1,12,2,0,2,2,0,1,1,1
134,2,33,1,1,2,2,7,2,2,1,6,4,6,6,6,4,6,3,5,4,6,5,1,6,1,2,1,1,1,1,6,5,6,7,1,7,1,9,8,9,8,1,1,2,3,2,3,2,2,1,1,4002,4001,1,3,1,1,54,5,4,11,9,2,0,1,1,0,1,1,1
135,2,6,1,3,2,2,9,2,2,2,6,5,7,6,7,7,7,2,5,2,5,4,1,6,2,5,3,1,1,1,7,4,6,4,1,1,2,10,10,10,10,10,1,2,2,2,2,2,3,1,1,4002,4003,1,3,3,1,61,5,4,11,5,1,0,0,NA,NA,4003,1,1
136,3,22,3,2,2,2,3,2,2,1,5,4,3,4,4,7,6,2,5,4,1,5,5,3,5,5,3,2,4,7,6,1,6,4,5,4,3,10,10,9,5,10,10,1,2,2,1,3,3,1,1,4001,4002,2,2,4,1,42,5,4,4,7,1,0,0,NA,NA,1,1,1
137,2,13,3,2,2,3,5,2,2,1,4,2,3,3,2,5,3,2,3,1,1,4,2,1,5,4,4,2,4,7,7,1,4,7,2,7,3,10,10,4,1,10,10,2,2,2,1,3,4,1,1,4001,4002,3,2,2,2,69,5,3,77,7,6,0,0,NA,NA,1,1,4
138,2,13,2,2,2,2,9,2,2,1,4,1,3,3,5,7,7,3,6,1,1,4,5,5,4,3,3,3,1,1,5,1,3,6,1,1,3,10,8,3,1,10,10,2,2,3,2,1,4,2,2,NA,4003,2,1,4,2,72,5,2,4,5,6,0,2,0,2,1,1,2
139,1,70,3,3,2,3,8,2,1,1,4,4,5,4,4,3,7,2,2,2,2,2,2,2,1,1,2,3,4,3,3,2,2,3,2,2,3,5,3,3,4,4,4,1,2,2,1,2,2,1,1,4002,4001,1,3,1,2,52,5,3,1,3,1,0,0,NA,NA,1,1,1
140,1,2,1,1,2,2,7,2,2,2,6,6,6,7,7,7,7,5,7,5,6,6,5,7,2,3,1,2,1,1,7,6,6,6,4,5,2,9,9,8,7,8,4,2,2,2,2,2,3,1,1,4002,4001,1,3,4,2,81,2,2,10,8,6,0,0,NA,NA,1,1,1
141,3,25,1,1,1,2,8,2,1,3,2,3,3,3,2,3,3,2,3,2,3,2,3,2,2,4,4,3,3,3,3,2,3,3,2,3,2,3,4,4,3,3,4,2,1,2,2,1,2,2,2,NA,4001,2,3,4,1,27,3,2,1,5,2,2,2,1,1,4003,2,3
142,2,22,3,3,2,2,1,2,2,2,2,2,2,1,2,3,1,1,3,2,1,2,3,1,5,5,2,2,1,7,1,4,5,5,3,7,4,5,10,10,10,5,1,1,1,1,1,1,3,1,1,4001,4002,2,2,2,2,67,2,1,1,9,2,0,0,NA,NA,4003,1,5
143,2,20,2,2,1,2,7,2,2,1,7,5,6,7,6,7,7,4,6,2,4,5,2,6,2,3,1,1,1,2,6,3,3,3,1,6,2,9,7,8,8,10,7,2,2,2,2,3,4,1,1,4002,4003,2,3,1,1,51,5,2,1,8,2,1,1,1,0,1,1,2
144,2,15,3,1,2,2,4,2,2,3,3,3,3,4,4,5,3,2,3,2,4,3,1,1,2,4,2,1,5,5,5,2,3,6,2,6,3,5,4,2,3,2,5,3,3,3,1,2,4,1,2,NA,4003,3,1,7,1,36,4,2,77,11,5,1,2,1,1,4003,1,1
145,2,15,2,2,2,2,6,2,2,2,4,2,3,3,4,6,5,2,5,2,1,2,2,3,3,4,2,2,1,2,5,2,2,4,3,6,3,10,9,10,10,10,10,2,2,2,2,3,4,1,1,4002,4003,3,3,7,1,57,5,4,7,9,4,0,0,NA,NA,1,1,4
146,2,59,2,3,2,3,10,2,2,2,5,1,4,4,4,6,7,1,5,1,4,2,1,4,3,4,1,2,1,4,6,1,5,6,1,2,3,8,10,1,1,9,9,3,2,1,2,2,3,1,1,4002,4003,2,3,1,1,59,5,4,1,12,2,0,3,1,2,1,1,1
147,1,59,3,2,2,1,1,2,2,2,5,2,2,4,5,5,7,4,6,3,1,6,6,5,5,5,1,2,1,7,7,5,6,7,6,4,2,7,6,1,1,10,10,1,2,1,2,1,2,1,1,4001,4002,1,2,3,1,61,5,4,1,13,1,0,0,NA,NA,4003,1,1
148,4,15,2,2,2,2,1,2,2,1,5,3,5,2,7,4,5,1,5,2,1,6,5,6,5,4,1,1,1,7,7,2,6,1,6,6,3,10,10,10,10,10,10,2,2,2,2,1,3,1,1,4001,4002,1,2,4,2,67,5,4,77,6,4,0,3,1,2,1,1,1
149,1,22,3,3,2,2,4,2,2,2,4,4,4,4,5,6,4,2,4,2,1,3,3,1,5,4,2,2,6,7,4,2,4,5,5,2,3,8,9,4,6,8,9,2,2,2,2,2,3,1,1,4001,4002,3,2,4,2,71,5,2,1,16,1,0,0,NA,NA,1,1,1
150,2,15,1,2,2,2,6,2,2,1,5,4,5,5,4,5,6,3,6,3,1,6,5,6,5,4,1,2,1,7,7,4,6,7,6,6,2,7,10,1,8,7,1,2,2,2,2,3,2,1,1,4001,4002,1,2,4,2,74,2,1,2,11,2,0,2,2,0,1,1,1
151,2,15,3,2,2,4,6,1,2,3,1,1,1,1,1,NA,4,1,1,1,1,1,1,1,5,5,5,3,1,7,1,1,1,7,4,7,4,5,10,5,4,1,1,1,1,1,1,1,5,1,2,NA,77,2,5,5,2,47,4,1,1,16,1,0,6,3,3,4,1,2
152,2,16,3,3,2,2,9,2,2,1,4,3,2,4,4,5,7,1,5,1,7,6,1,7,1,5,2,1,1,1,6,1,6,7,1,4,2,5,5,1,1,8,1,3,2,2,3,3,4,1,1,4002,4001,3,3,2,2,64,4,1,77,9,2,0,1,1,0,1,1,2
153,2,15,1,3,2,2,7,2,2,1,5,2,3,4,5,7,6,3,6,2,3,5,2,5,2,4,2,1,2,4,6,2,5,5,2,5,2,6,6,5,6,6,4,2,2,2,2,3,3,1,1,4002,4001,3,3,1,1,55,5,3,4,16,2,0,2,0,2,1,1,2
154,2,33,2,2,2,2,8,2,2,1,5,3,4,4,5,5,6,4,6,3,5,5,2,3,2,3,1,1,3,2,4,4,2,7,4,4,3,8,2,6,5,2,2,2,2,2,2,2,4,1,1,4002,4001,3,3,4,2,73,2,1,2,9,2,0,3,2,1,1,1,1
155,3,70,1,2,2,3,9,2,2,2,3,2,1,1,2,4,5,2,4,3,4,4,1,2,2,4,1,1,4,7,3,5,4,4,1,7,3,5,8,3,5,1,1,3,1,1,3,3,3,1,2,NA,4001,3,1,7,2,43,2,1,5,17,1,0,0,NA,NA,4,2,2
156,2,13,2,2,2,2,6,2,2,2,3,1,2,4,6,7,4,1,6,1,2,3,3,1,3,4,3,3,2,6,5,1,2,7,4,5,3,9,1,4,7,10,10,3,3,3,1,2,4,1,1,4002,4002,2,3,1,2,60,5,2,10,12,2,0,2,0,2,1,1,1
157,1,59,2,3,2,2,5,2,2,1,4,2,3,3,2,6,6,2,5,1,5,5,2,6,2,5,2,2,1,1,5,2,3,3,1,7,3,10,8,8,8,10,10,3,2,2,2,1,5,1,1,4002,77,3,5,4,2,69,5,4,4,5,4,0,1,1,0,1,1,2
158,3,15,3,2,2,2,5,2,2,1,5,2,4,4,5,3,4,3,4,2,1,4,4,1,5,4,1,2,4,5,6,2,5,4,5,5,2,9,8,9,9,8,7,2,2,2,2,3,3,1,1,4001,4002,3,2,5,2,52,5,3,5,7,6,0,2,1,1,4,1,1
159,4,20,2,3,1,3,5,2,2,2,4,3,4,2,1,2,4,3,2,2,2,3,3,3,4,4,4,2,1,2,3,2,5,2,3,6,3,3,6,5,7,3,6,2,1,1,1,3,3,1,2,NA,77,3,5,1,1,35,2,NA,77,7,2,0,0,NA,NA,4006,1,1
160,3,11,1,2,2,2,8,2,2,3,5,5,5,6,6,7,6,5,5,5,6,5,4,5,1,3,2,2,4,3,6,6,5,5,4,4,2,5,5,5,5,5,2,2,3,2,2,2,3,1,1,4002,4001,2,3,2,2,43,4,3,2,9,3,1,1,1,0,1,1,1
161,3,22,3,3,2,4,5,2,1,4,3,2,1,4,4,3,2,1,3,1,1,1,1,3,4,4,3,3,1,7,3,1,3,6,1,4,4,9,10,8,6,6,1,2,2,2,1,2,5,1,1,4001,4002,3,2,5,2,64,5,2,77,17,6,0,2,2,0,1,1,2
162,3,1,1,3,1,4,9,2,2,2,5,1,1,7,7,7,4,1,3,1,7,1,1,5,1,5,2,2,1,1,7,1,7,7,1,7,2,10,10,10,10,10,10,2,2,2,2,2,4,1,1,4002,4003,1,3,1,1,59,2,4,1,16,2,2,2,1,1,1,1,1
163,4,2,3,3,2,4,6,2,2,2,6,1,7,7,7,7,7,1,6,1,7,1,5,4,1,5,1,1,1,7,7,1,2,7,7,7,2,1,10,1,2,10,10,3,2,2,2,2,5,1,1,4002,4003,2,4,4,2,53,4,1,1,5,3,0,0,NA,NA,4003,1,1
164,1,21,2,2,2,2,10,2,2,1,5,7,6,7,7,7,7,4,6,4,7,3,1,3,1,3,2,2,1,1,7,4,5,7,1,4,2,7,10,1,1,8,8,2,2,2,2,3,4,1,1,4002,4003,2,3,4,2,70,3,2,2,11,2,0,0,NA,NA,1,1,1
165,2,13,1,1,2,3,6,2,2,3,2,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,6,6,4,4,4,4,4,4,4,4,2,6,6,6,6,6,6,2,2,2,2,2,3,2,2,NA,4003,4,3,1,1,49,5,4,77,11,4,0,0,NA,NA,1,1,4
166,2,15,1,2,2,3,8,2,2,2,5,5,4,5,6,7,6,2,5,1,6,4,1,5,1,5,1,2,1,2,7,3,6,6,2,6,3,9,9,9,8,9,9,2,2,2,2,2,2,1,1,4002,4003,1,3,1,1,57,3,1,5,7,1,0,0,NA,NA,1,1,1
167,2,56,1,2,2,2,10,2,2,1,4,1,4,3,5,4,7,1,7,1,7,3,1,5,1,5,1,1,1,4,7,1,7,7,1,7,1,10,10,1,1,7,1,3,2,3,2,1,4,1,1,4002,4001,2,3,1,2,59,1,1,2,8,4,0,2,1,1,1,1,2
168,1,1,3,3,2,2,10,2,2,2,5,7,4,6,6,6,7,6,7,5,7,6,4,5,2,3,1,1,1,7,5,1,6,7,1,7,3,9,1,1,1,1,1,3,3,1,1,2,4,2,2,NA,4003,3,4,4,1,59,1,1,5,4,2,0,1,0,1,1,1,2
169,2,70,1,2,2,2,10,2,2,2,4,4,4,5,4,5,5,4,5,3,4,5,2,5,2,3,2,2,2,2,6,4,6,6,2,5,3,5,6,3,6,5,1,2,2,2,3,3,4,1,1,4002,4001,2,3,7,2,58,2,2,5,9,2,0,3,3,0,1,2,2
170,2,3,2,3,2,2,8,2,2,2,5,4,4,5,7,7,7,5,7,5,5,5,4,6,2,2,1,1,5,4,4,5,5,5,5,4,2,10,6,6,6,1,1,1,1,2,1,2,3,1,1,4002,4001,3,3,2,2,52,1,1,5,10,2,0,2,1,1,1,1,1
171,2,1,3,2,1,3,6,2,1,2,4,2,3,2,6,5,7,1,5,1,1,3,5,6,5,5,2,2,3,7,6,1,5,4,5,7,3,10,10,10,10,10,10,2,2,2,1,3,4,1,1,4001,4001,1,2,1,1,52,5,4,4,15,1,0,0,NA,NA,1,1,1
172,2,11,3,3,2,2,10,2,2,1,5,4,5,6,6,7,7,4,7,4,4,6,4,3,3,3,1,1,4,7,5,5,3,7,4,5,3,8,1,1,2,5,5,3,3,3,2,2,2,1,2,NA,4003,4,1,4,2,76,5,1,1,8,2,0,3,2,1,1,1,4
173,4,59,3,3,2,2,7,2,2,2,5,2,1,2,4,7,6,2,6,1,6,5,1,3,2,5,2,2,6,6,5,1,6,7,1,7,3,9,9,6,6,10,10,2,2,2,2,2,4,1,1,4002,4002,2,5,1,1,52,5,3,1,7,4,0,0,NA,NA,4006,1,1
174,1,59,1,3,2,1,9,2,2,2,5,5,6,5,5,6,7,4,6,2,5,7,3,6,1,3,1,1,1,1,5,2,5,5,1,4,2,8,8,6,2,7,1,3,3,2,3,2,4,1,1,4002,4001,3,3,2,2,32,1,1,5,10,2,4,4,1,3,1,1,1
175,2,59,3,2,2,2,5,2,2,1,4,4,4,5,5,6,5,4,5,3,1,5,5,3,5,5,1,2,3,4,5,4,4,7,5,3,2,7,7,6,5,9,9,3,2,2,2,1,2,1,1,4001,4003,1,2,4,2,73,3,2,10,14,2,0,3,2,1,1,1,1
176,1,33,1,1,1,1,10,2,2,2,5,6,6,7,7,7,7,3,6,2,7,7,1,7,1,3,3,2,1,1,7,5,5,5,1,5,1,1,10,10,10,10,1,2,2,2,2,3,3,1,1,4002,4003,1,3,1,1,60,1,1,2,10,2,0,3,0,3,4005,1,1
177,2,15,2,2,2,2,4,2,2,2,4,7,6,7,7,7,6,1,5,2,1,3,4,7,5,5,1,1,2,5,7,2,6,4,5,7,2,10,10,8,10,10,10,2,2,2,2,3,2,1,1,4002,4002,1,5,4,2,66,5,4,1,9,5,1,3,2,1,1,1,1
178,1,15,1,2,1,2,8,2,2,1,5,5,5,5,5,6,6,3,5,3,5,5,2,4,2,4,3,3,1,2,6,2,5,5,2,6,2,8,8,7,7,8,8,3,3,2,2,2,4,1,1,4002,4003,1,3,4,1,71,5,3,2,13,2,0,3,2,1,1,1,1
179,1,33,2,1,2,2,9,2,2,2,6,6,6,6,6,7,7,5,6,6,6,6,3,5,2,4,2,1,5,5,7,5,5,6,4,4,2,7,7,4,4,1,1,3,2,3,1,2,3,1,1,4002,4003,2,3,1,2,76,2,1,5,14,4,0,4,2,2,4,1,1
180,3,13,3,2,1,2,3,1,2,2,6,6,3,4,6,1,5,2,4,5,1,7,5,7,5,4,2,1,7,7,6,4,7,1,6,7,2,10,10,10,2,10,10,1,1,1,1,1,3,1,1,4001,4002,1,2,7,2,49,3,2,1,5,2,0,0,NA,NA,4003,1,1
181,2,58,1,2,2,2,2,2,2,1,3,4,4,2,3,2,3,2,3,1,1,3,3,6,5,5,2,2,2,6,7,2,6,2,2,7,3,10,10,10,10,10,10,2,2,2,2,3,4,1,1,4001,4002,1,2,1,1,55,5,4,11,NA,2,0,2,1,1,4,1,1
182,3,15,2,2,2,2,5,2,2,2,5,4,4,4,4,6,4,4,4,4,4,4,4,4,3,3,1,1,2,5,5,2,3,4,4,4,3,8,8,7,7,6,1,2,2,2,2,3,4,1,2,NA,77,3,5,7,2,52,4,3,4,7,6,0,3,2,1,1,1,1
183,1,57,2,2,2,2,10,2,2,1,5,5,5,5,5,7,7,5,6,4,2,3,5,6,5,4,1,1,5,5,5,5,4,5,5,4,3,8,10,10,9,8,10,2,2,2,2,1,2,1,1,4004,4003,2,5,4,2,73,5,3,77,16,4,0,3,2,1,1,1,1
184,1,59,3,2,2,2,2,1,2,2,4,2,2,3,4,6,6,2,4,2,1,2,4,4,5,4,1,2,1,3,7,4,4,5,6,5,3,10,10,9,9,10,10,2,2,2,1,3,4,1,1,4001,4002,2,2,4,2,74,2,1,2,10,2,0,3,2,1,1,1,1
185,2,15,1,2,1,2,6,2,1,2,4,2,2,5,4,6,7,1,5,1,5,6,1,5,3,4,1,1,1,1,5,3,6,6,2,6,2,9,9,9,9,9,9,1,2,2,2,3,4,1,1,4002,77,1,5,1,1,59,4,1,2,12,1,0,0,NA,NA,1,1,1
186,2,15,2,2,2,2,6,2,2,2,4,2,3,2,4,6,5,2,4,2,3,4,2,4,4,4,1,1,2,4,6,2,3,4,3,5,2,9,10,9,8,10,7,3,2,2,2,3,2,1,2,NA,4003,3,1,1,1,62,5,3,2,13,3,0,0,NA,NA,1,1,2
187,3,15,3,2,2,2,3,2,2,2,2,1,1,1,4,3,4,1,5,4,1,3,5,4,5,4,2,1,1,7,4,1,6,1,6,3,4,9,10,10,10,10,10,2,2,2,1,1,4,1,1,4001,4002,2,2,1,2,58,4,4,4,8,1,0,1,1,0,1,1,1
188,4,1,3,3,2,2,6,2,2,2,3,2,3,4,5,5,3,3,3,2,2,3,3,3,4,3,1,3,1,3,7,2,1,5,2,3,2,2,9,8,7,10,10,2,2,2,2,2,4,1,2,NA,4002,4,1,3,2,46,4,3,4,3,2,0,0,NA,NA,1,1,4
