,ls3,a4,soct2,idio2,np1,it1,l1b,prot3,vic1ext,aoj11,b1,b2,b3,b4,b6,b43,b12,b13,b18,b21,b21a,b32,b37,b47a,m1,m2,infrax,infra3,ros1,ros4,ing4,eff1,eff2,aoj22new,media3,media4,pn4,d1,d2,d3,d4,d5,d6,lib1,lib2b,lib2c,lib4,usmex1,exc7new,vb1,vb2,vb3n,usvb1011,pol1,usvb20,aca6,q1,q2,q5a,q5b,q3c,q10new,q11n,q12bn,q12,q12m,q12f,etid,www1,gi0
731,2,21,2,2,2,3,5,2,2,1,5,6,6,7,7,7,7,5,5,5,4,4,4,6,3,4,2,1,7,7,7,4,6,1,4,6,3,10,10,10,10,10,5,2,2,2,2,3,4,1,1,4001,4002,1,2,4,2,57,2,1,5,6,3,0,0,NA,NA,1,1,1
732,1,6,1,1,2,2,6,2,2,1,6,1,3,7,4,7,7,4,6,1,6,6,1,7,1,3,2,2,1,1,7,4,7,7,1,7,2,10,10,10,10,10,10,3,2,1,2,3,3,1,1,4002,4003,1,3,1,1,42,5,4,11,14,2,0,0,NA,NA,1,1,1
733,1,33,2,2,2,2,10,2,2,1,5,3,4,2,3,7,7,2,6,1,5,4,2,4,2,4,1,1,1,3,6,4,4,7,1,7,2,6,5,6,6,5,5,3,2,2,2,2,4,1,1,4002,4003,2,1,1,2,38,5,2,4,7,2,0,0,NA,NA,4004,1,1
734,4,4,2,2,2,2,8,2,2,1,4,4,5,4,5,6,5,5,5,4,4,4,4,3,3,3,2,2,4,7,6,4,3,6,5,5,3,8,8,6,5,10,10,2,2,1,1,3,3,1,1,4002,4003,3,1,5,2,41,5,4,4,5,3,1,2,1,1,1,1,4
735,3,25,3,1,2,3,5,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,5,5,1,2,3,3,3,3,3,3,3,3,3,10,10,4,5,3,4,1,1,1,1,2,5,2,2,NA,4002,3,1,4,2,24,5,1,77,1,1,0,0,NA,NA,4,1,1
736,1,70,2,3,2,2,6,2,1,3,5,1,3,5,7,7,7,1,7,1,4,5,1,7,1,3,1,1,1,6,7,5,7,7,1,3,3,10,10,10,8,10,10,3,3,3,3,2,5,1,1,4002,4001,1,4,1,2,71,1,1,10,7,2,2,2,2,0,1,1,1
737,1,13,3,2,1,2,2,1,2,1,3,5,4,6,5,7,5,2,2,3,1,5,6,5,5,4,2,2,4,6,6,2,6,1,3,7,3,10,10,9,3,10,10,2,2,2,1,1,4,1,1,4001,4002,1,2,3,2,49,3,1,77,8,2,0,2,0,2,4006,1,1
738,3,13,1,1,2,2,8,2,2,2,3,3,5,5,5,7,7,5,5,2,7,4,1,6,1,4,1,1,7,7,6,4,6,6,1,7,2,8,3,6,2,5,5,3,1,3,3,2,4,1,1,4002,4001,1,3,5,1,44,4,2,2,1,2,1,3,2,1,1,1,1
739,NA,27,NA,2,NA,3,6,2,NA,NA,4,4,3,4,3,3,3,4,4,4,3,4,3,4,3,3,6,6,3,5,5,3,3,3,4,3,2,4,5,4,4,4,2,NA,NA,NA,NA,3,4,1,1,4002,4001,2,4,NA,2,39,5,NA,4,15,2,0,0,NA,NA,4003,5,4
740,2,70,2,2,2,3,10,2,2,3,6,4,5,6,5,4,7,5,5,6,6,6,7,4,3,2,2,6,6,7,6,7,7,7,7,7,3,10,7,8,8,9,10,2,1,1,1,1,1,1,2,NA,4002,1,2,5,2,22,3,3,77,9,2,1,1,0,1,1,1,5
741,2,33,2,1,2,2,10,2,2,2,4,3,3,4,5,7,7,4,4,3,7,4,2,4,2,4,1,2,1,5,4,3,6,5,2,6,3,8,6,7,5,5,5,3,2,2,1,2,4,1,1,4002,4001,2,3,5,2,38,4,1,5,7,1,0,0,NA,NA,7,1,2
742,3,22,3,2,2,2,1,2,2,2,4,4,6,NA,7,7,6,1,4,1,1,1,4,4,5,4,2,2,NA,NA,7,1,7,3,NA,4,2,10,10,10,10,10,10,2,2,2,1,3,4,1,1,4001,4002,1,2,7,2,29,5,4,11,17,2,0,0,NA,NA,1,1,1
743,1,70,3,3,1,2,6,1,2,2,4,4,4,6,5,7,2,4,2,2,1,6,1,4,5,5,3,3,4,6,4,1,7,1,3,7,3,10,10,10,10,9,9,1,1,1,1,1,4,1,1,4004,4003,1,5,1,2,39,1,1,1,17,2,0,0,NA,NA,4003,1,1
744,2,13,1,3,2,2,8,2,2,2,2,5,3,4,5,7,6,1,3,1,5,3,1,4,1,4,4,2,1,1,6,1,7,7,1,7,3,1,5,4,3,9,4,3,3,3,2,2,5,1,1,4002,4003,1,3,2,2,57,5,2,2,5,2,0,2,0,2,1,1,1
745,3,33,2,1,2,2,8,2,2,3,3,2,1,2,1,3,2,1,3,1,5,2,2,4,3,3,2,2,4,7,1,1,2,4,2,6,3,8,6,2,4,1,2,1,2,2,2,3,4,1,1,4002,77,3,3,1,1,28,5,3,5,6,1,0,0,NA,NA,1,1,2
746,2,30,3,3,1,4,6,2,2,2,5,2,2,3,2,6,6,2,6,1,1,3,3,2,5,5,2,2,4,5,4,3,5,5,4,4,3,6,9,7,9,7,7,2,2,2,1,3,4,1,1,4077,4002,2,5,4,1,61,5,2,2,5,2,0,1,1,0,1,1,1
747,1,21,1,1,2,2,9,2,2,1,5,3,4,6,6,7,7,2,5,3,6,6,1,6,1,5,1,1,1,3,7,4,7,7,1,6,2,10,10,10,10,10,10,2,2,2,2,2,4,1,1,4002,4001,1,3,4,1,69,3,1,1,16,2,0,0,NA,NA,4003,1,1
748,1,10,2,2,2,2,2,2,2,1,4,3,3,4,4,6,6,2,5,2,1,5,6,6,5,4,2,1,5,7,7,2,6,3,6,4,3,10,10,10,10,10,10,2,2,2,1,3,4,1,1,4001,4003,1,2,4,1,83,5,4,11,12,2,0,3,2,1,1,1,1
749,3,15,3,3,1,2,4,2,1,2,2,2,1,1,3,1,3,1,2,1,1,4,2,3,5,5,1,2,3,7,5,1,6,3,1,7,4,10,10,10,10,10,10,1,1,1,1,3,4,1,1,4004,4003,1,2,2,1,37,5,3,11,6,2,0,0,NA,NA,1,1,1
750,1,59,1,1,1,4,10,2,2,1,1,1,1,1,1,7,7,1,7,1,7,1,1,6,1,5,1,2,1,1,7,1,7,7,1,7,4,1,10,1,8,8,10,1,1,1,1,2,4,1,1,4002,4003,1,3,1,1,47,5,4,11,5,4,0,4,3,1,1,1,1
751,1,11,1,1,2,2,8,2,2,1,7,2,7,7,7,7,7,4,7,4,7,7,1,6,1,4,1,1,1,1,7,7,7,7,1,7,1,10,10,10,10,10,7,2,2,2,2,2,4,1,1,4002,4001,1,3,1,1,59,5,2,1,15,2,0,0,NA,NA,1,1,1
752,3,33,2,2,2,2,8,2,2,2,6,5,6,5,6,7,7,5,7,5,1,7,7,7,4,3,1,1,1,1,7,1,1,7,7,1,3,5,8,1,1,9,10,2,3,2,1,3,2,1,2,NA,4002,4,2,1,2,64,5,3,77,5,1,0,0,NA,NA,1,2,1
753,2,5,2,3,2,2,10,2,2,2,5,2,3,7,6,7,7,2,6,3,5,5,1,7,2,4,2,2,1,2,7,3,5,6,2,5,2,6,8,3,3,9,1,3,2,2,2,2,4,1,1,4002,4001,2,3,4,1,73,4,2,1,9,4,0,2,1,1,1,1,1
754,2,15,1,2,2,2,8,2,2,2,3,3,3,3,2,6,3,1,2,1,2,1,1,2,3,5,2,2,1,1,7,1,6,6,1,7,3,10,10,10,10,10,10,1,2,1,3,2,5,1,1,4002,4003,1,5,1,1,24,5,4,4,8,1,1,1,1,0,1,1,1
755,2,16,1,2,2,2,9,2,1,2,5,6,6,7,6,7,7,6,6,5,6,5,1,6,2,4,2,1,1,1,7,4,7,6,5,7,2,10,10,10,10,10,9,1,2,1,2,2,3,1,1,4002,4001,1,3,1,1,36,4,3,4,13,1,0,0,NA,NA,1,1,1
756,2,15,3,2,2,3,10,2,2,3,4,4,3,4,4,4,5,4,3,5,4,5,5,4,5,4,2,2,4,4,4,2,4,5,4,4,2,6,6,1,5,6,8,2,2,3,1,2,2,2,2,NA,77,4,1,5,2,64,5,1,2,3,6,2,1,0,1,1,1,4
757,2,22,2,2,2,3,8,2,2,3,3,4,4,3,5,7,7,2,7,2,7,2,1,7,1,4,1,1,7,3,5,2,4,7,1,7,2,5,2,5,2,1,1,1,1,1,2,2,4,1,1,4002,4003,2,3,7,2,62,5,1,1,15,2,0,3,2,1,1,1,2
758,2,21,2,1,2,2,4,2,2,2,5,6,5,7,7,7,7,4,6,4,4,4,3,4,3,3,2,1,2,4,5,3,4,2,2,6,2,9,10,8,8,10,10,2,1,1,3,3,4,1,1,4001,4001,2,3,1,2,41,5,2,1,6,1,0,0,NA,NA,1,1,1
759,1,4,2,2,2,2,5,2,2,2,3,4,5,6,4,7,6,4,5,4,5,5,2,5,2,3,2,1,4,6,4,3,4,5,4,5,2,3,7,6,5,4,1,2,2,2,2,2,2,1,2,NA,4003,3,3,7,1,43,5,2,5,4,1,0,0,NA,NA,1,1,2
760,3,15,2,2,2,1,4,2,2,1,6,5,6,7,7,6,7,2,1,1,1,4,5,6,5,5,2,2,4,5,7,2,6,3,5,7,2,10,10,10,10,10,10,2,2,2,2,1,2,1,1,4001,4002,1,2,4,1,44,5,4,10,7,4,0,0,NA,NA,1,1,1
761,2,33,1,1,2,1,8,2,2,1,2,6,7,6,6,7,7,5,6,4,7,3,2,6,1,4,3,2,1,1,6,3,7,7,2,7,2,10,10,10,10,10,1,2,2,1,2,2,3,1,1,4002,4003,1,3,4,1,36,5,1,2,6,2,1,1,1,0,1,1,1
762,3,15,2,2,2,2,5,2,2,2,4,3,3,2,NA,3,4,2,3,1,1,5,4,3,5,5,2,2,2,3,5,1,4,3,4,7,3,9,9,6,8,10,10,2,2,2,1,3,4,2,2,NA,4003,3,5,1,1,43,5,2,3,7,5,0,1,1,0,1,1,2
763,2,10,3,3,2,3,1,2,2,3,4,2,2,4,5,6,7,2,5,2,1,3,5,2,5,5,3,2,4,7,6,1,6,2,6,7,3,10,10,7,6,10,10,2,2,2,1,1,4,1,1,4001,4002,2,2,7,1,56,5,4,11,3,5,0,0,NA,NA,1,1,1
764,4,58,3,3,1,2,1,1,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,5,5,2,1,7,7,7,1,4,1,3,7,4,10,10,10,10,10,10,1,1,1,1,1,5,1,1,4001,4003,1,2,4,1,27,5,4,4,6,1,0,0,NA,NA,1,1,1
765,1,15,3,2,2,2,1,1,2,1,3,2,2,2,2,2,2,1,1,1,1,2,5,3,5,5,2,2,1,5,4,1,5,2,5,4,4,10,10,10,10,10,10,2,1,1,1,3,4,1,1,4001,4003,2,5,3,2,64,2,1,2,14,4,0,4,1,3,1,1,1
766,2,58,2,2,2,3,6,2,2,2,4,4,4,5,5,5,5,2,5,2,4,3,1,6,2,4,2,2,4,5,5,4,4,5,2,6,2,5,6,4,3,8,8,3,3,3,2,3,3,1,1,4002,4003,2,5,1,1,42,4,2,1,8,4,0,0,NA,NA,1,1,1
767,2,15,1,1,2,2,7,2,2,2,4,4,5,6,5,5,6,4,6,4,5,5,3,6,3,3,1,2,3,2,5,3,5,6,3,5,2,6,6,4,3,8,9,2,2,3,2,3,2,1,1,4077,4001,2,4,1,2,58,3,2,10,13,2,0,2,1,1,1,1,1
768,1,3,3,3,2,2,8,2,2,3,NA,5,5,5,5,4,4,4,5,4,4,5,5,5,2,2,3,3,5,5,5,5,5,5,5,5,2,6,6,7,6,7,7,2,2,2,2,2,1,1,1,4001,4002,2,2,1,1,37,5,4,10,7,1,0,0,NA,NA,1,1,2
769,2,15,2,2,2,3,6,2,2,2,4,4,4,4,4,4,4,4,4,3,4,3,3,4,5,3,3,3,4,4,4,3,3,4,3,4,3,5,5,4,4,5,6,2,2,2,2,3,3,1,1,4001,4003,3,5,1,1,41,5,3,4,12,4,2,2,1,1,4003,1,2
770,3,59,1,2,2,2,8,2,2,1,5,2,4,6,6,7,5,1,5,1,5,5,1,5,1,5,1,2,1,1,7,2,6,6,1,7,2,10,10,9,7,10,3,2,2,2,2,2,4,1,1,4002,4001,1,3,5,1,53,5,3,2,3,4,0,0,NA,NA,1,1,1
771,2,33,2,2,2,2,5,2,1,2,4,4,3,5,4,7,4,3,4,4,4,4,4,4,3,3,1,1,3,3,4,2,NA,3,4,5,2,5,5,5,4,5,1,2,1,2,2,3,2,2,2,NA,77,4,1,1,2,41,5,3,4,10,1,0,3,1,2,1,1,3
772,2,1,2,3,2,2,8,2,2,1,5,5,5,5,6,7,7,5,6,4,7,5,1,5,1,3,2,2,1,2,7,6,5,6,1,6,2,10,8,9,8,9,8,2,2,2,2,2,2,1,1,4002,4003,1,3,3,1,63,4,1,2,11,2,0,4,1,3,1,1,1
773,2,33,1,3,2,2,7,2,2,2,6,3,4,7,5,7,7,4,6,1,4,4,3,7,3,3,2,2,1,3,7,3,4,6,5,1,2,10,10,10,10,10,10,2,2,2,2,1,4,1,1,4001,4003,3,2,3,1,63,5,4,4,5,6,0,0,NA,NA,1,1,1
774,2,59,1,2,2,2,7,2,2,2,4,4,3,5,5,7,7,4,4,3,4,3,1,3,2,3,3,2,1,1,6,3,4,6,1,6,2,10,10,10,1,5,5,3,2,2,2,3,4,1,1,4002,4001,2,3,1,1,63,5,4,4,13,2,0,2,2,0,1,1,2
775,2,33,2,2,2,3,7,2,2,1,4,5,3,4,5,7,6,5,5,4,5,5,3,4,3,4,3,2,3,5,6,4,5,3,4,5,3,10,10,10,10,10,8,3,2,2,3,3,4,1,2,NA,4001,3,4,1,2,47,5,4,3,7,4,0,3,2,1,1,1,3
776,2,22,2,2,2,1,10,2,1,4,6,7,6,7,7,7,7,6,6,4,7,7,7,7,2,2,2,1,6,4,4,6,5,7,6,4,2,7,5,1,4,2,1,3,2,2,1,1,3,1,1,4002,4003,2,3,2,2,54,5,2,4,16,2,0,0,NA,NA,4003,1,2
777,3,33,2,2,2,2,7,2,1,2,6,5,6,7,7,7,6,5,5,4,4,5,5,5,3,2,2,2,1,5,6,3,4,6,6,6,2,8,8,7,6,8,3,2,2,2,2,1,2,1,1,4001,4003,2,2,5,1,67,5,2,2,7,2,1,2,1,1,1,1,2
778,1,70,1,2,2,2,10,2,2,1,5,7,7,7,7,7,7,4,7,4,7,5,2,7,1,2,2,2,1,1,7,7,7,2,1,1,1,1,10,1,10,10,10,3,2,1,2,3,2,1,1,4002,4001,1,3,4,1,38,5,1,4,10,5,0,0,NA,NA,1,1,1
779,2,11,3,2,2,2,9,2,2,1,3,4,3,2,4,6,7,2,6,1,1,4,2,2,4,3,2,3,2,2,4,1,3,6,3,6,3,9,10,9,8,10,10,2,2,1,2,3,4,1,1,4003,4003,2,5,1,2,62,5,2,1,12,6,0,3,1,2,1,1,3
780,2,33,2,3,1,3,8,2,1,3,2,1,2,4,2,1,1,1,2,1,1,1,1,1,3,3,2,1,1,2,3,1,2,3,1,2,2,1,2,3,1,1,4,2,1,3,2,3,3,1,1,4001,4002,2,2,4,2,21,4,2,5,9,1,0,0,NA,NA,4003,1,3
781,2,59,1,1,2,2,10,2,2,1,4,5,6,5,6,7,7,2,7,2,6,6,1,6,2,5,1,2,1,1,7,2,6,7,2,6,2,3,8,3,5,10,4,2,2,2,2,2,4,1,1,4002,4003,2,3,2,1,49,5,2,5,13,2,1,1,0,1,1,1,1
782,2,5,2,2,2,3,6,2,2,3,2,1,1,2,3,3,2,2,2,2,1,1,2,1,4,4,6,6,2,2,2,1,2,4,4,4,3,4,3,3,5,3,1,2,2,2,2,2,5,2,2,NA,4003,4,1,7,2,20,5,1,2,5,1,0,0,NA,NA,4,1,5
783,3,57,2,3,2,2,8,2,2,2,3,5,5,7,6,7,7,3,5,3,7,5,4,6,1,3,3,3,4,6,7,3,6,4,3,5,2,10,10,7,7,10,10,3,2,2,2,3,5,1,1,4002,4001,2,3,4,2,63,5,1,1,4,2,0,1,1,0,1,1,1
784,3,10,3,2,2,4,1,2,2,2,2,1,1,1,1,4,7,1,5,1,1,1,3,1,5,5,2,2,1,4,7,1,1,5,3,6,4,10,10,1,10,10,10,1,3,3,3,3,1,1,2,NA,4002,2,1,3,2,33,5,4,4,5,1,0,0,NA,NA,1,1,1
785,2,57,1,2,2,1,9,2,2,1,1,2,1,3,6,7,3,2,1,3,6,1,1,6,2,2,2,2,1,1,6,2,7,6,1,7,2,10,2,8,7,10,4,3,3,3,2,2,4,1,1,4002,4001,1,3,1,2,43,5,1,77,14,1,2,3,3,0,1,1,1
786,2,15,2,2,2,2,5,2,2,1,4,3,4,4,4,4,5,2,5,2,1,1,2,3,4,4,1,2,1,6,4,1,5,5,3,6,3,5,10,4,3,7,10,2,2,2,1,2,4,1,1,4004,4002,2,2,2,1,59,4,2,4,13,2,0,3,1,2,1,1,1
787,2,1,2,2,2,2,5,2,2,1,4,4,5,5,5,6,6,4,4,3,4,5,4,4,3,3,1,2,4,5,5,4,4,4,4,4,2,6,5,3,5,9,8,2,2,2,2,3,3,2,2,NA,4003,3,2,4,2,35,5,4,4,5,1,1,2,1,1,1,1,2
788,1,11,1,1,2,1,10,2,2,1,6,5,7,7,7,7,7,4,6,2,7,7,1,7,2,3,1,2,2,2,7,7,7,7,2,7,2,10,8,10,10,10,3,2,1,1,2,1,3,1,1,4002,4001,1,3,2,2,61,4,1,1,12,2,0,4,2,2,1,1,1
789,1,15,2,2,2,2,10,2,2,2,5,7,3,7,6,5,7,1,4,5,1,6,4,5,4,4,2,2,7,7,5,6,5,1,4,6,1,10,6,1,6,7,5,1,2,1,1,2,2,1,1,4001,4002,2,2,2,1,36,2,1,77,7,2,1,1,0,1,4003,1,2
790,2,2,3,2,2,2,5,2,2,2,5,5,5,5,5,7,6,4,6,4,1,4,5,5,5,3,2,2,4,6,5,4,5,6,6,6,3,6,7,6,6,5,4,2,2,2,2,2,3,2,2,NA,4002,2,2,5,2,63,4,2,77,4,1,0,0,NA,NA,1,1,1
791,2,15,2,3,2,3,3,2,2,2,5,6,5,5,5,5,6,5,5,4,1,4,4,4,5,4,2,2,1,5,7,4,6,1,6,4,2,10,10,10,10,10,10,2,2,2,2,1,2,1,2,NA,4003,2,2,8,2,23,5,4,11,8,1,0,0,NA,NA,1,1,1
792,1,22,1,2,2,2,7,2,2,2,3,4,4,5,4,6,6,3,5,1,4,3,1,2,2,3,2,3,3,3,2,3,2,4,2,4,2,6,6,4,3,3,7,2,1,2,2,2,2,2,2,NA,4003,4,1,7,2,24,5,2,77,7,2,2,2,1,1,1,1,5
793,3,56,1,1,2,1,6,2,1,1,7,5,7,5,7,7,7,7,6,3,3,7,2,3,4,2,1,1,1,3,5,6,6,7,2,2,1,10,10,10,10,10,10,2,2,2,2,2,2,1,1,4003,4003,4,5,3,1,26,3,3,2,8,1,0,0,NA,NA,4,1,1
794,3,59,2,3,2,3,4,2,1,2,5,1,3,5,5,6,6,1,5,3,1,3,4,2,5,4,1,2,3,6,6,1,7,5,6,5,3,10,10,10,10,10,10,2,2,3,1,3,4,1,1,4001,4002,1,2,3,1,40,4,2,77,16,2,0,0,NA,NA,1,1,1
795,3,1,3,2,2,3,5,2,2,3,5,6,5,5,5,5,6,6,5,5,5,5,5,5,3,3,2,1,6,5,5,5,5,5,5,5,2,8,8,8,8,7,7,2,2,2,2,NA,5,1,2,NA,4003,3,2,5,2,61,5,2,77,3,1,0,3,2,1,4003,1,1
796,1,13,2,2,2,2,5,2,2,2,2,2,2,4,4,5,6,3,6,4,7,5,3,5,2,3,1,1,2,5,5,2,6,2,2,6,3,6,7,7,6,1,1,1,1,1,1,3,4,2,2,NA,4003,4,1,4,1,70,1,1,2,6,2,0,4,1,3,4,1,5
797,3,15,3,3,2,2,3,2,1,2,5,3,3,5,4,7,6,3,2,1,1,5,5,3,5,3,2,1,3,5,3,2,5,6,6,4,3,10,10,10,10,10,10,2,1,1,1,3,4,1,1,4077,4003,1,5,5,2,54,4,2,4,2,5,0,3,2,1,1,1,1
798,2,15,2,2,2,2,4,2,2,1,4,2,2,2,3,4,5,3,4,3,1,4,3,1,5,4,2,2,1,7,4,1,4,4,4,6,3,6,9,2,1,10,10,3,3,3,1,3,4,1,2,NA,4003,2,5,4,2,57,4,1,1,9,4,0,2,0,2,4003,1,2
799,1,57,1,1,2,1,8,2,2,1,6,7,6,6,7,6,7,6,7,5,7,6,5,7,2,2,2,1,3,5,6,6,7,7,5,3,2,9,8,3,6,4,1,2,2,2,2,3,2,1,1,4002,4001,1,3,4,2,68,4,1,1,13,2,0,0,NA,NA,1,1,1
800,3,22,2,3,2,2,5,2,2,2,3,2,1,5,4,7,7,3,5,3,1,4,2,2,3,3,2,2,1,7,7,4,3,6,3,6,3,8,7,5,5,6,5,3,3,3,1,3,5,2,2,NA,77,4,1,4,2,71,5,1,2,7,7,0,4,2,2,1,1,4
801,2,56,3,2,2,1,4,2,1,1,4,2,4,6,4,3,5,1,5,2,1,5,5,5,5,5,1,2,1,7,7,3,5,4,6,7,3,10,10,10,10,10,10,2,2,2,1,1,3,1,1,4001,4003,2,2,5,2,39,5,3,4,3,1,1,3,1,2,1,1,1
802,2,22,1,1,2,2,5,2,2,1,7,1,2,1,7,5,6,1,3,1,4,6,2,2,3,4,1,2,1,7,6,1,4,5,1,4,3,10,10,10,10,10,1,3,2,2,2,2,3,1,1,4002,4002,2,2,2,2,63,3,2,2,3,2,0,0,NA,NA,1,1,1
803,2,13,1,2,2,2,9,2,2,2,4,2,7,6,6,6,6,1,6,1,4,5,2,3,2,4,1,1,1,1,7,4,6,7,3,7,3,10,10,10,10,10,10,2,2,2,2,2,4,1,1,4002,4001,1,3,2,2,35,2,1,2,13,2,3,3,0,3,1,1,1
804,2,57,1,2,2,2,7,2,2,1,5,4,6,5,5,7,6,5,6,3,4,5,3,5,3,3,1,2,1,2,6,3,4,3,2,6,2,8,8,4,6,5,1,2,3,2,2,3,3,1,2,NA,4001,3,3,5,2,27,1,1,2,5,1,0,0,NA,NA,1,1,4
805,2,5,3,3,2,2,6,2,2,2,3,3,3,3,3,5,6,4,6,4,1,3,4,4,5,2,1,1,6,5,4,4,3,5,5,5,2,5,6,4,4,4,5,1,1,1,1,3,4,1,1,4001,4002,2,2,4,2,62,4,1,2,3,6,0,2,0,2,4,1,2
806,1,1,2,2,2,2,7,2,2,1,5,5,6,6,6,7,6,7,5,5,3,5,5,5,4,2,2,2,2,5,7,5,6,5,5,4,2,8,7,3,5,7,7,2,2,2,2,3,2,1,1,4001,4002,2,2,4,2,80,4,2,1,15,6,0,2,2,0,4003,1,1
807,2,16,1,2,2,2,4,2,2,1,2,1,5,6,6,7,7,1,6,2,7,5,1,3,2,4,1,1,3,5,6,3,6,7,1,5,2,3,5,3,10,10,10,2,2,3,2,2,3,1,1,4002,4002,1,3,3,1,42,5,4,11,15,1,0,0,NA,NA,1,1,1
808,1,15,1,1,2,2,2,2,2,2,4,3,4,3,4,4,5,2,6,3,1,4,4,5,5,5,1,1,1,5,7,1,6,4,6,4,3,10,10,10,10,10,10,2,2,2,2,1,3,1,1,4001,4002,1,2,2,2,43,5,2,2,5,2,0,0,NA,NA,1,1,1
809,2,13,3,2,2,2,6,2,2,2,3,1,2,1,1,3,4,2,3,1,1,4,4,2,5,5,2,1,2,5,6,1,7,5,5,7,3,10,10,10,10,10,10,1,2,2,1,2,4,1,1,4001,4003,1,2,1,1,55,5,4,11,13,5,0,2,1,1,4006,1,1
810,1,15,3,3,2,2,10,2,2,1,1,1,1,3,5,1,1,1,2,1,1,2,1,1,5,5,2,2,1,1,4,1,1,1,1,2,3,1,1,2,1,5,3,NA,NA,NA,NA,2,5,2,2,NA,4003,2,1,8,2,44,2,4,5,1,2,4,4,2,2,1,1,1
811,2,17,2,1,2,2,5,2,2,1,3,5,3,4,5,4,7,3,4,3,1,3,1,1,4,3,1,1,1,1,7,1,2,7,4,7,3,10,10,1,10,1,1,2,2,1,2,1,2,2,2,NA,4002,2,2,7,2,28,1,1,5,8,2,2,2,2,0,4003,1,1
812,1,17,2,2,2,2,7,2,2,2,4,4,4,5,6,7,5,4,6,4,6,6,3,5,2,2,2,2,4,4,6,4,5,7,4,5,2,9,7,5,5,3,1,3,2,2,2,2,2,1,1,4002,4002,2,3,4,1,68,2,1,1,6,1,0,0,NA,NA,1,1,1
813,1,21,1,2,2,2,3,2,2,2,6,6,5,7,6,7,7,5,6,4,5,6,4,7,3,2,1,2,1,5,7,5,5,2,2,3,2,9,8,8,6,9,10,2,2,2,2,3,2,1,1,4001,4002,2,2,4,2,72,2,1,2,7,6,0,0,NA,NA,1,1,1
814,2,13,1,2,2,1,9,2,2,1,4,6,6,7,6,7,7,5,7,5,7,6,1,3,1,4,2,2,1,1,3,4,6,6,1,6,2,2,4,1,1,1,1,3,3,3,2,3,3,1,1,4002,4001,1,3,7,2,63,5,1,5,5,2,0,2,1,1,1,1,1
815,3,11,2,3,1,2,7,2,2,1,3,2,2,3,3,7,6,3,3,3,5,5,2,5,2,3,2,2,2,4,6,2,4,7,4,7,2,5,5,5,4,4,3,3,2,2,2,3,4,1,1,4002,4003,2,3,5,1,46,4,1,1,4,1,0,0,NA,NA,1,1,2
816,2,26,2,2,2,3,6,2,2,2,5,5,3,6,6,7,7,1,5,1,1,1,1,7,3,4,1,2,1,1,1,2,5,7,1,7,2,10,10,10,10,10,10,2,2,2,2,2,2,1,1,4002,4001,1,3,5,1,24,5,4,77,17,1,0,0,NA,NA,4006,1,1
817,2,59,2,1,2,2,1,2,2,1,3,4,4,4,4,4,5,1,4,1,1,5,4,7,5,5,1,1,1,7,7,1,7,1,4,7,4,10,10,10,10,10,10,2,2,2,1,1,2,1,1,4001,4002,1,2,5,1,45,5,4,11,13,3,0,0,NA,NA,1,1,1
818,2,1,2,2,2,2,7,2,2,1,6,3,4,7,7,6,7,4,5,1,2,5,1,5,3,4,1,2,1,3,7,1,4,7,3,7,2,10,10,10,10,10,9,2,2,2,2,1,2,1,1,4002,4001,1,4,3,1,31,5,1,2,16,1,0,0,NA,NA,4004,1,1
819,3,59,2,3,2,2,3,2,1,1,5,4,4,4,5,5,5,2,5,2,1,4,3,5,5,4,2,2,4,5,5,3,5,3,3,6,3,10,10,10,10,10,10,2,2,2,2,3,3,1,1,4001,4003,2,5,3,2,30,5,4,11,12,1,0,0,NA,NA,1,1,2
820,2,33,1,2,2,2,8,2,2,2,5,5,6,6,6,7,7,4,7,4,5,5,2,4,2,3,2,2,1,1,4,4,6,6,1,6,2,9,10,10,8,10,10,3,2,2,2,3,2,1,1,4002,4001,2,3,5,2,54,2,2,1,12,2,0,2,2,0,1,2,2
821,3,15,2,3,2,2,5,2,1,2,4,2,1,5,7,7,7,3,5,3,1,5,6,6,5,4,2,3,2,7,7,6,5,6,6,4,2,8,10,1,5,10,9,2,2,1,1,2,4,1,1,4001,4002,3,2,4,2,64,1,1,1,10,4,0,0,NA,NA,1,2,2
822,2,13,2,2,2,2,10,2,2,2,1,1,2,3,3,3,6,1,6,1,3,1,1,3,2,4,2,2,1,7,7,1,5,7,1,7,3,1,10,1,1,1,1,3,3,1,1,2,5,1,1,4002,4003,2,3,1,1,54,1,1,5,5,2,2,2,2,0,1,2,1
823,3,33,1,1,2,1,10,2,2,1,5,5,5,6,6,7,7,4,7,4,6,5,2,7,1,4,1,1,1,1,7,2,6,7,1,7,2,10,10,10,10,10,5,2,2,1,2,2,4,1,1,4002,4001,1,3,1,2,46,2,1,1,10,1,0,0,NA,NA,1,1,1
824,2,70,2,2,2,2,4,2,2,1,2,2,2,4,7,7,7,1,6,1,1,5,5,1,5,5,2,3,1,4,7,1,7,3,4,7,4,10,10,10,10,10,1,2,2,2,2,2,4,1,1,4001,4002,1,2,1,1,56,5,4,11,9,2,1,4,1,3,1,1,1
